datetime,temp,temp(sensor),relative_humidity,relative_humidity(sensor),barometric_pressure,barometric_pressure(sensor)
2024/7/16 14:00,25.3,26.1,84,68.5,1012.3,1012.9
2024/7/16 15:00,24.7,26.1,91,67.1,1012.2,1012.6
2024/7/16 16:00,23.9,26.3,97,68.8,1012.1,1012.4
2024/7/16 17:00,23.6,25.8,99,71.6,1011.9,1012.3
2024/7/16 18:00,23.5,26.2,100,71.6,1012,1012
2024/7/16 19:00,23.1,27.3,97,70.2,1012.4,1012.3
2024/7/16 20:00,22.8,27.6,100,69.6,1012.7,1012.8
2024/7/16 21:00,22.4,27.9,100,69.2,1012.5,1012.9
2024/7/16 22:00,22.6,28,99,69,1012.2,1012.8
2024/7/16 23:00,22.4,28.2,100,68.1,1011.7,1012.7
2024/7/17 0:00,22.4,28.1,100,68.8,1010.6,1012.2
2024/7/17 1:00,22.3,28.2,100,68.2,1009.9,1011.1
2024/7/17 2:00,22.4,28.3,100,68.5,1010,1010.6
2024/7/17 3:00,22.6,28.2,100,68.7,1009.9,1010.3
2024/7/17 4:00,22.5,28.2,100,68.6,1010,1010.4
2024/7/17 5:00,22.5,28.2,100,68.6,1010.1,1010.4
2024/7/17 6:00,22.8,25.2,100,65.2,1010.1,1010.5
2024/7/17 7:00,23.3,24.9,98,64.7,1009.9,1011
2024/7/17 8:00,23.8,24.6,93,68.1,1009.9,1010.5
2024/7/17 9:00,25.4,23.9,88,60.1,1009.5,1010.3
2024/7/17 10:00,27.2,24.4,83,62.1,1009,1010.1
2024/7/17 11:00,27.7,23.6,79,63.4,1008.3,1009.7
2024/7/17 12:00,28.9,23.3,71,64,1007.9,1008.9
2024/7/17 13:00,29.7,24.4,71,67.8,1007.2,1008.5
2024/7/17 14:00,30.7,23.7,67,64.5,1006.8,1007.8
2024/7/17 15:00,31.2,24.7,63,65.2,1006.7,1007.4
2024/7/17 16:00,31.6,24.3,59,62,1006.6,1007.4
2024/7/17 17:00,30.3,24,71,64.7,1006.8,1007.2
2024/7/17 18:00,29.1,23.7,78,63.5,1007.2,1007.8
2024/7/17 19:00,28.6,27.1,79,63.9,1007.7,1008.1
2024/7/17 20:00,27.5,27.6,85,66.6,1008.2,1008.3
2024/7/17 21:00,26.8,27.9,88,68.7,1008.7,1008.7
2024/7/17 22:00,27,28.2,83,69.2,1008.9,1009.4
2024/7/17 23:00,25.8,28.4,83,68.7,1008.7,1009
2024/7/18 0:00,24.9,28.5,88,67.7,1008.1,1009.1
2024/7/18 1:00,24.7,28.5,90,67.2,1008.2,1008.7
2024/7/18 2:00,24.5,28.5,92,67.2,1008.1,1008.6
2024/7/18 3:00,24.7,28.8,90,66.2,1008,1008.5
2024/7/18 4:00,24.8,28.8,89,66.5,1008.5,1008.5
2024/7/18 5:00,24.2,29,95,66,1008.6,1008.8
2024/7/18 6:00,24.2,25.8,96,64.7,1008.8,1009.3
2024/7/18 7:00,25.1,24.7,93,63.6,1008.7,1009.8
2024/7/18 8:00,26.3,25,83,66.2,1008.5,1009.3
2024/7/18 9:00,27.5,25.5,82,62.7,1008.4,1009.2
2024/7/18 10:00,30.5,24.4,74,58.3,1008.1,1008.9
2024/7/18 11:00,31.5,25.9,70,66.8,1007.7,1008.4
2024/7/18 12:00,32.6,26.5,62,63.8,1007.2,1008
2024/7/18 13:00,33.2,24.9,57,63.2,1006.4,1007.6
2024/7/18 14:00,33.9,26.1,54,63.8,1006.3,1007
2024/7/18 15:00,34,25.9,53,66.6,1006.3,1006.8
2024/7/18 16:00,33.8,26.6,52,65.7,1006.1,1006.7
2024/7/18 17:00,32.2,25.7,62,63.1,1006.6,1006.8
2024/7/18 18:00,32,25.9,62,66.6,1006.7,1007.1
2024/7/18 19:00,29.8,28.8,73,62.6,1007,1007.5
2024/7/18 20:00,29.2,29.3,75,63.6,1007.4,1007.5
2024/7/18 21:00,28.7,29.7,79,64,1007.3,1007.9
2024/7/18 22:00,28.2,29.8,83,64.4,1007,1007.6
2024/7/18 23:00,28,30,84,64.7,1007.1,1007.4
2024/7/19 0:00,27.5,30.1,86,64.9,1006.5,1007.2
2024/7/19 1:00,26.8,30.2,91,65,1006,1006.9
2024/7/19 2:00,26.1,30.2,97,64.9,1006.1,1006.3
2024/7/19 3:00,26.2,30.4,96,64.8,1006.3,1006.6
2024/7/19 4:00,25.7,30.4,99,65,1006.3,1006.9
2024/7/19 5:00,25.2,30.4,100,65.3,1006.4,1006.9
2024/7/19 6:00,25.9,26.1,100,56.7,1006.3,1007.1
2024/7/19 7:00,27.1,25.1,94,57,1006.1,1007.2
2024/7/19 8:00,28.2,26,88,63.1,1006.3,1006.9
2024/7/19 9:00,29.5,25.3,84,60.5,1006,1006.8
2024/7/19 10:00,29.9,25.5,76,65.7,1005.7,1006.4
2024/7/19 11:00,31.5,24.6,61,62.4,1005,1006.2
2024/7/19 12:00,32.3,24.6,59,57.9,1004.3,1005.6
2024/7/19 13:00,34.1,24.8,54,61.5,1003.8,1004.9
2024/7/19 14:00,34.5,25.9,49,64.2,1003.8,1004.4
2024/7/19 15:00,35.6,25,46,61.1,1003.9,1004.2
2024/7/19 16:00,34.9,25.6,52,63.2,1004.2,1004.2
2024/7/19 17:00,34.5,25.1,56,60.7,1004.4,1004.3
2024/7/19 18:00,34.3,25,55,62.3,1004.9,1004.7
2024/7/19 19:00,32.8,28.9,63,60.6,1005.4,1005
2024/7/19 20:00,32.2,29.8,66,60.9,1005.6,1005.5
2024/7/19 21:00,31.8,30.3,68,61.5,1005.8,1005.9
2024/7/19 22:00,31.2,30.6,71,62.3,1005.6,1005.9
2024/7/19 23:00,30.6,30.9,74,62.4,1005.6,1005.8
2024/7/20 0:00,29.1,31.1,85,62.8,1005.4,1005.8
2024/7/20 1:00,27.7,31.2,93,63.5,1004.8,1005.8
2024/7/20 2:00,27.5,31.2,95,63.7,1004.7,1005.1
2024/7/20 3:00,27.1,31.3,97,63.9,1005.2,1005.2
2024/7/20 4:00,26.9,31.3,98,64.4,1005.1,1005.6
2024/7/20 5:00,26.7,31.4,99,64.1,1005.4,1005.8
2024/7/20 6:00,27.7,28,95,58.7,1005.3,1005.9
2024/7/20 7:00,29.2,29.2,88,63,1005.3,1006.1
2024/7/20 8:00,30.8,26,81,59.1,1005.2,1005.6
2024/7/20 9:00,31.5,27.3,71,60.8,1005,1005.7
2024/7/20 10:00,32.4,29.1,67,63.3,1004.6,1005.5
2024/7/20 11:00,34.1,26.8,64,62,1004.1,1004.9
2024/7/20 12:00,34.8,26.6,54,61.6,1004,1004.6
2024/7/20 13:00,34.7,26.5,64,59.1,1004.1,1004.5
2024/7/20 14:00,35.6,26,59,60.1,1003.5,1004.5
2024/7/20 15:00,35.9,26,56,57.5,1003.7,1004
2024/7/20 16:00,35.8,26.7,52,61.4,1004.2,1004.2
2024/7/20 17:00,35,25.9,60,57.3,1004.2,1004.4
2024/7/20 18:00,33.7,26.9,65,63.5,1005.2,1004.9
2024/7/20 19:00,33,30.2,65,60.8,1006.1,1005.6
2024/7/20 20:00,26,30.9,97,62.5,1006.9,1007.2
2024/7/20 21:00,27.3,31.3,90,63.7,1007.1,1007.4
2024/7/20 22:00,25.6,31.4,100,64.2,1007.2,1008.5
2024/7/20 23:00,25.6,31.6,99,64.1,1007.6,1007.9
2024/7/21 0:00,25.9,31.8,98,64,1007.7,1008
2024/7/21 1:00,25.8,31.9,98,63.9,1007.5,1007.8
2024/7/21 2:00,25.8,32,98,63.9,1007.2,1008
2024/7/21 3:00,25.7,32.1,99,63.9,1007.7,1007.8
2024/7/21 4:00,25.6,32.1,99,63.9,1007.6,1008
2024/7/21 5:00,25.4,32,100,64.2,1007.7,1008.3
2024/7/21 6:00,26.1,29.3,98,62.3,1008.2,1008.2
2024/7/21 7:00,26.6,27.2,93,57.4,1008,1008.7
2024/7/21 8:00,28.3,26.5,87,54.2,1007.9,1008.6
2024/7/21 9:00,29.9,26.1,79,57.1,1007.5,1008.6
2024/7/21 10:00,31.3,26.1,72,55.4,1007,1008.1
2024/7/21 11:00,32.4,26.9,71,59.2,1006.5,1007.6
2024/7/21 12:00,33.2,27.4,66,59,1005.8,1007.1
2024/7/21 13:00,34.4,25.7,53,56.5,1005.4,1006.5
2024/7/21 14:00,35.6,25.6,46,56.4,1005,1006
2024/7/21 15:00,36,27,49,61.2,1004.6,1005.8
2024/7/21 16:00,33.8,26,51,56.6,1004.6,1005.8
2024/7/21 17:00,33.3,26.7,53,58.6,1005.2,1005.8
2024/7/21 18:00,31.3,26.8,56,60.4,1005.3,1006.1
2024/7/21 19:00,30.5,30.3,62,56,1005.9,1006.5
2024/7/21 20:00,29.7,31.1,67,56.6,1006.2,1006.8
2024/7/21 21:00,29.2,31.6,73,57.2,1006.1,1007.2
2024/7/21 22:00,28.8,31.9,78,57.8,1006.1,1006.7
2024/7/21 23:00,28.4,32.1,83,58,1006,1006.6
2024/7/22 0:00,27.7,32.3,89,58.4,1005.7,1006.5
2024/7/22 1:00,27.2,32.4,93,58.8,1005.2,1006.1
2024/7/22 2:00,27.1,32.5,94,59.2,1005.2,1005.7
2024/7/22 3:00,26.9,32.6,95,59.5,1005.1,1005.6
2024/7/22 4:00,26.2,32.6,96,60.3,1005.3,1005.6
2024/7/22 5:00,26,32.5,97,61.1,1005.6,1005.8
2024/7/22 6:00,27,29.6,93,59.1,1006,1006
2024/7/22 7:00,28.7,26.7,84,52.5,1005.9,1006.5
2024/7/22 8:00,30.3,26.5,78,56.8,1005.7,1006.5
2024/7/22 9:00,31.2,26,72,60,1005.3,1006.3
2024/7/22 10:00,32.7,26.4,71,58.9,1004.9,1005.8
2024/7/22 11:00,33.9,26.2,64,57.7,1004.3,1005.4
2024/7/22 12:00,35,26.2,57,54.7,1003.9,1004.9
2024/7/22 13:00,35.4,26.2,57,56.9,1003.2,1004.5
2024/7/22 14:00,36.9,26.1,48,54.9,1003.3,1003.9
2024/7/22 15:00,31.7,31,64,53.7,1002.9,1003.5
2024/7/22 16:00,31.6,32,59,55,1002.7,1004.4
2024/7/22 17:00,31.1,27.4,67,59.1,1003,1003.8
2024/7/22 18:00,32.5,26.3,60,58.5,1004.2,1004.1
2024/7/22 19:00,31.7,30.7,69,57.5,1005.2,1004.6
2024/7/22 20:00,30.1,31.6,75,57.8,1006.9,1005.1
2024/7/22 21:00,25,32,99,58.9,1007.3,1007.7
2024/7/22 22:00,25.3,32,99,61.7,1006.9,1007
2024/7/22 23:00,25.1,32.4,100,60.9,1006.4,1007
2024/7/23 0:00,25,32.6,99,60.9,1005.9,1006.6
2024/7/23 1:00,25.1,32.5,97,61.1,1005.1,1006.3
2024/7/23 2:00,25,32.6,98,60.7,1005.2,1005.8
2024/7/23 3:00,24.8,32.7,100,60.5,1005.2,1005.9
2024/7/23 4:00,24.9,32.6,99,60.7,1005.3,1005.9
2024/7/23 5:00,24.9,32.9,99,60.2,1005.6,1005.7
2024/7/23 6:00,26,30.4,95,59,1005.3,1005.9
2024/7/23 7:00,27.8,28.1,85,54.2,1004.9,1006
2024/7/23 8:00,29,26.9,79,60.3,1004.5,1005.5
2024/7/23 9:00,31.1,27.3,76,59.1,1004.3,1005.3
2024/7/23 10:00,32.7,26.9,62,57,1003.6,1004.8
2024/7/23 11:00,34.3,27.6,58,59.9,1002.9,1004.2
2024/7/23 12:00,35.3,27.1,52,57.4,1002.4,1003.3
2024/7/23 13:00,36.3,28.3,51,59.7,1001.9,1002.9
2024/7/23 14:00,36.2,27.6,51,56.9,1001.7,1002.5
2024/7/23 15:00,35.8,28.8,50,60.6,1000.9,1002.4
2024/7/23 16:00,35.2,27.8,50,60.7,1001.1,1001.5
2024/7/23 17:00,34.9,28.3,58,60.7,1001.2,1001.5
2024/7/23 18:00,34.3,27.4,53,57.4,1001.8,1001.4
2024/7/23 19:00,33.1,31.4,63,54.8,1002.3,1002.3
2024/7/23 20:00,32.3,32,67,57.4,1003.1,1002.6
2024/7/23 21:00,31.8,32.6,68,57.1,1003.3,1003.3
2024/7/23 22:00,30.9,32.8,78,58.2,1003.3,1003.5
2024/7/23 23:00,29.9,33,83,58.7,1003,1003.3
2024/7/24 0:00,28.6,33.2,90,58.8,1002.4,1003.2
2024/7/24 1:00,27.5,33.1,97,60.1,1002.2,1002.7
2024/7/24 2:00,27.3,33.1,96,60.5,1002,1002.6
2024/7/24 3:00,27.2,33.1,93,60.8,1001.7,1002.5
2024/7/24 4:00,27.1,33.3,91,59.8,1001.8,1002.3
2024/7/24 5:00,26.8,33.4,93,59.3,1002,1002.5
2024/7/24 6:00,28.4,30.3,86,59.1,1002.8,1002.6
2024/7/24 7:00,30.2,26.1,79,48.1,1002.4,1002.9
2024/7/24 8:00,31.5,25.2,74,49.6,1001.5,1002.8
2024/7/24 9:00,32.2,26.5,60,58.7,1001,1002.2
2024/7/24 10:00,33,27.7,56,55.5,1001.1,1001.7
2024/7/24 11:00,33.3,27.6,58,58.5,1001.1,1001.3
2024/7/24 12:00,35.9,27.2,49,55.4,1001.5,1001.1
2024/7/24 13:00,24.2,28.5,81,58.7,1001.3,1001.8
2024/7/24 14:00,25,27.3,86,58.3,1001,1002
2024/7/24 15:00,28.7,25.4,78,47.6,1001.4,1001.8
2024/7/24 16:00,30.5,23.7,72,48.8,1001.2,1001.9
2024/7/24 17:00,32.1,27.2,58,60.7,1001.5,1001.8
2024/7/24 18:00,31.2,26.1,61,54.3,1001.9,1002.2
2024/7/24 19:00,30,26.1,60,57,1002,1002.4
2024/7/24 20:00,28.9,26.2,67,57.2,1002.6,1002.7
2024/7/24 21:00,28.3,26.1,71,56.7,1002.9,1003.1
2024/7/24 22:00,27.4,26.1,79,56.9,1002.8,1003.3
2024/7/24 23:00,28.1,26.3,75,57.7,1002.8,1003.3
2024/7/25 0:00,27.2,26.4,87,56,1002.9,1003.3
2024/7/25 1:00,27.1,26.9,81,57.7,1003,1003.4
2024/7/25 2:00,27.3,27.2,82,59.1,1003.2,1003.4
2024/7/25 3:00,26.8,26.6,85,57.9,1003.7,1003.8
2024/7/25 4:00,26.6,26.6,83,58.4,1004.2,1004.2
2024/7/25 5:00,25.7,26.2,89,59,1004.3,1004.5
2024/7/25 6:00,26.6,25.7,87,56.6,1004.8,1004.6
2024/7/25 7:00,27.9,25.9,79,56,1004.7,1005.1
2024/7/25 8:00,28.8,26.2,77,55.4,1004.7,1005.3
2024/7/25 9:00,30.3,26.6,71,56.9,1004.4,1005.2
2024/7/25 10:00,31.5,27.3,61,61.2,1004.1,1004.8
2024/7/25 11:00,33,26.8,59,58.2,1004,1004.8
2024/7/25 12:00,33.4,27.7,53,61.5,1003.9,1004.5
2024/7/25 13:00,35.3,26.3,53,54.6,1003.6,1004.1
2024/7/25 14:00,36.1,27.6,48,61.6,1003,1004.1
2024/7/25 15:00,35.4,27.1,49,61,1003,1003.7
2024/7/25 16:00,34.8,25.8,52,55.3,1004.5,1003.8
2024/7/25 17:00,33.9,27.5,54,61.7,1005.6,1004.4
2024/7/25 18:00,30.2,26,73,57.1,1006.5,1006
2024/7/25 19:00,28.5,30.1,90,56.4,1007.6,1006.3
2024/7/25 20:00,27.7,31.1,90,60.2,1007.8,1007.1
2024/7/25 21:00,26.8,31.5,91,60.7,1008,1008.2
2024/7/25 22:00,26.4,31.8,94,60.2,1007.8,1008
2024/7/25 23:00,26.2,32,93,59.9,1008.2,1008.4
2024/7/26 0:00,26.3,32.2,88,59.9,1008.4,1008.5
2024/7/26 1:00,26.5,32.3,89,59.6,1008.5,1008.7
2024/7/26 2:00,26.2,32.5,90,58.9,1008.7,1008.6
2024/7/26 3:00,25.8,32.6,93,58.6,1009.4,1009.1
2024/7/26 4:00,25.3,32.6,97,58.7,1009.8,1009.8
2024/7/26 5:00,25,32.5,98,59.5,1010.1,1010.2
2024/7/26 6:00,25.8,26.8,96,55.4,1010.8,1010.7
2024/7/26 7:00,26.9,27.4,90,56.5,1011,1011.2
2024/7/26 8:00,27.8,26.9,86,55.8,1010.8,1011.7
2024/7/26 9:00,29.3,26.8,79,59.2,1010.5,1011.5
2024/7/26 10:00,32.2,26.3,66,57.8,1010.4,1011.4
2024/7/26 11:00,33.3,27.6,58,60.3,1010.2,1011.2
2024/7/26 12:00,35,26.9,39,57.8,1009.9,1010.8
2024/7/26 13:00,36.5,26.1,42,60.6,1009.9,1010.5
2024/7/26 14:00,36.8,26.6,37,57.2,1009.9,1010.4
2024/7/26 15:00,36.2,25.6,48,57.2,1009.8,1010.4
2024/7/26 16:00,34.9,26.5,51,58,1010,1010.6
2024/7/26 17:00,34,26.1,54,60.6,1011,1010.8
2024/7/26 18:00,33.4,26.7,55,59.8,1013.2,1011.3
2024/7/26 19:00,31.9,30.6,62,56.5,1014.2,1011.8
2024/7/26 20:00,27.1,31.4,84,57.5,1014.7,1014.1
2024/7/26 21:00,26,31.6,88,58.6,1014.6,1015.1
2024/7/26 22:00,25.4,31.7,95,59.2,1014.2,1015.1
2024/7/26 23:00,25.9,32.2,93,58.7,1014.3,1014.9
2024/7/27 0:00,25.7,32.5,95,58,1014.3,1014.7
2024/7/27 1:00,25.9,32.6,93,58.4,1014,1014.7
2024/7/27 2:00,25.9,32.6,95,58.6,1014.3,1014.4
2024/7/27 3:00,25.8,32.7,94,58.4,1014.3,1014.6
2024/7/27 4:00,25.5,32.8,95,58.5,1014.3,1014.7
2024/7/27 5:00,25.4,32.7,97,58.9,1014.9,1014.6
2024/7/27 6:00,26.1,29.9,94,60,1015.2,1015.4
2024/7/27 7:00,27.2,26.5,91,52.7,1015.1,1015.8
2024/7/27 8:00,27.7,26.4,90,52.8,1015,1015.6
2024/7/27 9:00,29.5,27.4,83,59.2,1014.6,1015.6
2024/7/27 10:00,31,27.1,79,59.4,1013.7,1015.2
2024/7/27 11:00,32.9,26.1,74,53.4,1013,1014.3
2024/7/27 12:00,34.4,27,57,60.2,1012.1,1013.5
2024/7/27 13:00,35.2,25.8,51,55.1,1011.4,1012.7
2024/7/27 14:00,35.9,26.9,49,59.1,1011.3,1012
2024/7/27 15:00,36.3,27.4,54,59.5,1011.3,1011.8
2024/7/27 16:00,36.3,25.9,48,54.5,1011.2,1011.7
2024/7/27 17:00,33.5,27.4,66,61.8,1012.6,1012.3
2024/7/27 18:00,29.1,26,81,57.7,1013.1,1012.5
2024/7/27 19:00,27.4,30.1,91,59.9,1013.6,1013.5
2024/7/27 20:00,26.9,31,94,60.4,1013.3,1013.6
2024/7/27 21:00,26.6,31.4,93,62.1,1013.8,1014.1
2024/7/27 22:00,26.9,31.7,91,61.8,1014.1,1014.3
2024/7/27 23:00,26.5,32.1,94,61.1,1013.5,1014.3
2024/7/28 0:00,26.4,32.3,95,60.8,1012.4,1013.8
2024/7/28 1:00,26,32.4,97,61.1,1011.9,1012.9
2024/7/28 2:00,25.8,32.4,98,61.7,1011.3,1012.2
2024/7/28 3:00,25.7,32.4,97,61.6,1011.1,1011.8
2024/7/28 4:00,25.9,32.6,95,61,1010.9,1011.5
2024/7/28 5:00,25.8,32.6,96,61.2,1010.7,1011.5
2024/7/28 6:00,27.1,27.1,91,46.7,1010.5,1011
2024/7/28 7:00,28.3,26.3,88,51.7,1010,1010.8
2024/7/28 8:00,29.5,26.9,83,56.3,1009.3,1010.5
2024/7/28 9:00,30.9,26.2,81,53.9,1008.7,1009.9
2024/7/28 10:00,32.4,26.5,69,56.2,1008,1009.3
2024/7/28 11:00,33.8,26.7,61,56.3,1007.5,1008.7
2024/7/28 12:00,34.8,26,56,53,1006.8,1007.9
2024/7/28 13:00,35.2,27,55,58.6,1006,1007.3
2024/7/28 14:00,35.8,26,51,52.9,1005.5,1006.7
2024/7/28 15:00,36.1,26.9,49,58.3,1005.3,1006.2
2024/7/28 16:00,36.1,26.2,47,59.1,1005.2,1005.7
2024/7/28 17:00,34.6,26.6,55,59.5,1005.2,1005.6
2024/7/28 18:00,33.7,27.1,53,59.5,1005.3,1005.7
2024/7/28 19:00,32.2,30.7,61,55.8,1005.6,1005.9
2024/7/28 20:00,32.4,31.6,60,56.1,1005.7,1006.2
2024/7/28 21:00,31.5,32.2,63,55.8,1005.3,1006.1
2024/7/28 22:00,30.1,32.6,71,56,1004.9,1005.7
2024/7/28 23:00,30,32.7,69,56.6,1004.4,1005.4
2024/7/29 0:00,29.6,33,72,56.3,1003.8,1005.1
2024/7/29 1:00,30.1,33.2,70,56.1,1003.4,1004.4
2024/7/29 2:00,29.5,33.1,72,56.8,1003.3,1003.8
2024/7/29 3:00,29.8,33.3,69,56.2,1003,1003.3
2024/7/29 4:00,28.4,33.3,76,56.2,1003.4,1003.5
2024/7/29 5:00,28.7,33.4,73,56,1003.6,1004
2024/7/29 6:00,29.5,29.6,68,53,1003.5,1004.1
2024/7/29 7:00,29.8,26.8,76,55.2,1003.1,1004.2
2024/7/29 8:00,32,27.4,59,54.6,1002.8,1003.7
2024/7/29 9:00,33.9,26.7,55,56.4,1001.8,1003.3
2024/7/29 10:00,34.5,26.2,47,51.4,1001,1002.5
2024/7/29 11:00,35.4,27.2,44,56.9,999.9,1001.7
2024/7/29 12:00,36.2,26.8,42,52.6,999,1000.7
2024/7/29 13:00,37.9,26.4,43,51.8,998.2,999.4
2024/7/29 14:00,37.9,27.7,45,57.2,997.9,998.8
2024/7/29 15:00,35.9,30.3,47,54.6,997.2,998.8
2024/7/29 16:00,34.3,26,51,46.8,997.5,998.3
2024/7/29 17:00,33.3,25.1,52,51.1,997.6,998.4
2024/7/29 18:00,33.2,29.8,52,49.7,998.1,998.3
2024/7/29 19:00,31.7,31.4,57,54.2,998.4,998.7
2024/7/29 20:00,31.1,32.2,60,54.6,998.5,999.1
2024/7/29 21:00,30.5,32.7,65,54.1,998.2,998.9
2024/7/29 22:00,30.5,33.1,66,53.8,998,998.6
2024/7/29 23:00,30.2,33.4,69,53.7,997.7,998.2
2024/7/30 0:00,29.7,33.4,79,54.1,997.1,997.9
2024/7/30 1:00,30.2,33.6,65,54,996.8,997.5
2024/7/30 2:00,29.6,33.8,65,53.2,996.7,996.9
2024/7/30 3:00,29.5,33.7,63,53.7,996.9,996.8
2024/7/30 4:00,29,33.8,66,53,996.9,997
2024/7/30 5:00,28.4,33.9,70,52.8,997.1,997.2
2024/7/30 6:00,29.4,30.2,67,50.9,997.3,997.4
2024/7/30 7:00,31,27.2,64,52.2,997.3,997.5
2024/7/30 8:00,32.9,26.7,53,51.9,997.8,997.3
2024/7/30 9:00,32.8,26.9,53,52.4,997.6,998
2024/7/30 10:00,32.9,26.7,53,52.4,997.2,998
2024/7/30 11:00,34,26.3,53,50.2,996.9,997.7
2024/7/30 12:00,35.1,25.7,51,51.9,996.6,997.1
2024/7/30 13:00,34.3,27.9,50,58.4,996.7,997.2
2024/7/30 14:00,34.3,27.4,52,59.5,997,997.1
2024/7/30 15:00,33.1,27.9,57,58.4,996.8,997.5
2024/7/30 16:00,29.5,27.4,81,59.3,996.7,997.9
2024/7/30 17:00,30.1,26.9,68,58.7,997,997.8
2024/7/30 18:00,30,27.5,67,58,997.5,998.1
2024/7/30 19:00,28.9,31.1,76,55.9,997.9,998.3
2024/7/30 20:00,28.7,31.9,79,57,998.3,998.6
2024/7/30 21:00,28.4,32.4,81,57.1,998.5,998.6
2024/7/30 22:00,29.1,32.8,78,56.6,998.2,998.8
2024/7/30 23:00,28.9,33,80,56.9,998.2,998.7
2024/7/31 0:00,29,33.3,74,56.1,998,998.6
2024/7/31 1:00,28.8,33.3,74,55.8,998,998.4
2024/7/31 2:00,28.6,33.3,75,55.9,998.3,998.4
2024/7/31 3:00,28.6,33.6,73,54.9,998.6,998.7
2024/7/31 4:00,27.8,33.4,78,55.4,999.2,999
2024/7/31 5:00,27.9,33.4,81,56.1,999.4,999.5
2024/7/31 6:00,28.1,30.6,79,57,999.9,999.7
2024/7/31 7:00,28.9,27.1,76,55.3,999.7,1000.1
2024/7/31 8:00,29.7,26.6,67,53.7,999.7,1000.2
2024/7/31 9:00,31.3,26.5,64,53.3,999.8,1000.2
2024/7/31 10:00,32,26.4,59,52.8,999.6,1000.1
2024/7/31 11:00,32.7,25.5,56,50.5,999.1,1000
2024/7/31 12:00,33.8,25.6,55,57.6,998.8,999.6
2024/7/31 13:00,33.9,25.2,49,50.6,998.7,999.2
2024/7/31 14:00,34.8,25.6,53,55.5,998.5,999.1
2024/7/31 15:00,34.8,26.3,50,59.3,998.6,999.1
2024/7/31 16:00,34.4,26.6,47,57.3,999.6,999
2024/7/31 17:00,33.7,27.7,51,58.7,1000.3,999.1
2024/7/31 18:00,27.2,26.8,89,58.4,1001.5,1001.2
2024/7/31 19:00,25.8,30.6,97,60.7,1002.5,1002.4
2024/7/31 20:00,25.8,31.5,97,61,1002.7,1002.5
2024/7/31 21:00,25.7,31.9,97,60.2,1002.7,1002.9
2024/7/31 22:00,25.8,32.2,96,59.6,1002.6,1003
2024/7/31 23:00,26.1,32.5,95,59.2,1002.4,1002.8
